//=========================================================================================================================================
// MONSTERS
//=========================================================================================================================================
4
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Comment
294            32             30         120            080            150          115          -1             35            //Ax Warrior
060            32             30         120            080            150          115          -1             35            //Bloody wolf
290            32             30         122            152            151          184          -1             35            //Lizard Warrior
057            32             30         122            152            151          184          -1             35            //Iron Wheel
434            32             30         050            138            079          173          -1             35            //Gigantis
435            32             30         050            138            079          173          -1             35            //Berserker
end

4
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
073            32             30         137            178            -1             //Drakan
073            32             30         127            181            -1             //Drakan
073            32             30         144            155            -1             //Drakan
073            32             30         139            157            -1             //Drakan
073            32             30         134            170            -1             //Drakan
073            32             30         124            155            -1             //Drakan
073            32             30         141            179            -1             //Drakan
074            32             30         145            181            -1             //Alpha Crust
074            32             30         146            160            -1             //Alpha Crust
074            32             30         149            168            -1             //Alpha Crust
074            32             30         149            173            -1             //Alpha Crust
074            32             30         142            154            -1             //Alpha Crust
074            32             30         142            171            -1             //Alpha Crust
074            32             30         140            177            -1             //Alpha Crust
074            32             30         137            180            -1             //Alpha Crust
074            32             30         131            181            -1             //Alpha Crust
074            32             30         142            162            -1             //Alpha Crust
074            32             30         151            168            -1             //Alpha Crust
074            32             30         130            164            -1             //Alpha Crust
074            32             30         147            169            -1             //Alpha Crust
074            32             30         130            167            -1             //Alpha Crust
074            32             30         124            179            -1             //Alpha Crust
072            32             30         133            168            -1             //Phantom Knight
072            32             30         140            162            -1             //Phantom Knight
072            32             30         140            165            -1             //Phantom Knight
072            32             30         134            166            -1             //Phantom Knight
072            32             30         136            174            -1             //Phantom Knight
072            32             30         127            163            -1             //Phantom Knight
072            32             30         144            154            -1             //Phantom Knight
072            32             30         145            177            -1             //Phantom Knight
072            32             30         135            158            -1             //Phantom Knight
072            32             30         139            162            -1             //Phantom Knight
075            32             30         124            154            -1             //Great Drakan
075            32             30         126            172            -1             //Great Drakan
075            32             30         144            166            -1             //Great Drakan
075            32             30         127            162            -1             //Great Drakan
075            32             30         140            162            -1             //Great Drakan
075            32             30         133            170            -1             //Great Drakan
075            32             30         147            161            -1             //Great Drakan
075            32             30         127            164            -1             //Great Drakan
075            32             30         143            174            -1             //Great Drakan
075            32             30         133            158            -1             //Great Drakan
077            32             30         135            168            -1             //Phoenix of Darkness
077            32             30         127            179            -1             //Phoenix of Darkness
077            32             30         135            156            -1             //Phoenix of Darkness
077            32             30         135            177            -1             //Phoenix of Darkness
077            32             30         136            172            -1             //Phoenix of Darkness
077            32             30         125            158            -1             //Phoenix of Darkness
077            32             30         129            166            -1             //Phoenix of Darkness
077            32             30         151            173            -1             //Phoenix of Darkness
077            32             30         143            162            -1             //Phoenix of Darkness
077            32             30         142            178            -1             //Phoenix of Darkness
end

4
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
434            32             30         065            150            -1             //Gigantis
434            32             30         054            140            -1             //Gigantis
434            32             30         065            160            -1             //Gigantis
434            32             30         061            145            -1             //Gigantis
434            32             30         056            141            -1             //Gigantis
434            32             30         076            145            -1             //Gigantis
434            32             30         058            154            -1             //Gigantis
434            32             30         069            156            -1             //Gigantis
434            32             30         064            167            -1             //Gigantis
434            32             30         076            160            -1             //Gigantis
434            32             30         057            147            -1             //Gigantis
434            32             30         074            156            -1             //Gigantis
434            32             30         078            155            -1             //Gigantis
434            32             30         064            153            -1             //Gigantis
434            32             30         058            161            -1             //Gigantis
434            32             30         078            159            -1             //Gigantis
434            32             30         060            167            -1             //Gigantis
434            32             30         052            144            -1             //Gigantis
434            32             30         059            148            -1             //Gigantis
434            32             30         051            158            -1             //Gigantis
435            32             30         075            154            -1             //Berserker
435            32             30         059            163            -1             //Berserker
435            32             30         077            152            -1             //Berserker
435            32             30         063            145            -1             //Berserker
435            32             30         071            162            -1             //Berserker
435            32             30         074            160            -1             //Berserker
435            32             30         073            167            -1             //Berserker
435            32             30         057            143            -1             //Berserker
435            32             30         071            155            -1             //Berserker
435            32             30         065            152            -1             //Berserker
435            32             30         072            161            -1             //Berserker
435            32             30         058            155            -1             //Berserker
435            32             30         058            142            -1             //Berserker
435            32             30         064            153            -1             //Berserker
435            32             30         051            142            -1             //Berserker
435            32             30         069            158            -1             //Berserker
435            32             30         071            166            -1             //Berserker
435            32             30         075            149            -1             //Berserker
435            32             30         075            143            -1             //Berserker
435            32             30         075            158            -1             //Berserker
436            32             30         078            166            -1             //Balram
436            32             30         078            148            -1             //Balram
436            32             30         062            161            -1             //Balram
436            32             30         059            160            -1             //Balram
436            32             30         073            144            -1             //Balram
436            32             30         070            162            -1             //Balram
436            32             30         076            164            -1             //Balram
436            32             30         064            163            -1             //Balram
436            32             30         064            164            -1             //Balram
436            32             30         054            167            -1             //Balram
436            32             30         071            141            -1             //Balram
436            32             30         066            143            -1             //Balram
436            32             30         061            156            -1             //Balram
436            32             30         051            141            -1             //Balram
436            32             30         068            165            -1             //Balram
437            32             30         072            167            -1             //Soram
437            32             30         073            146            -1             //Soram
437            32             30         076            154            -1             //Soram
437            32             30         076            159            -1             //Soram
437            32             30         069            140            -1             //Soram
437            32             30         069            157            -1             //Soram
437            32             30         067            163            -1             //Soram
437            32             30         064            166            -1             //Soram
437            32             30         058            167            -1             //Soram
437            32             30         069            148            -1             //Soram
437            32             30         078            154            -1             //Soram
437            32             30         057            150            -1             //Soram
437            32             30         074            155            -1             //Soram
437            32             30         057            153            -1             //Soram
437            32             30         051            165            -1             //Soram
438            32             30         060            154            -1             //Persona
438            32             30         067            148            -1             //Persona
438            32             30         067            151            -1             //Persona
438            32             30         061            152            -1             //Persona
438            32             30         063            160            -1             //Persona
438            32             30         054            149            -1             //Persona
438            32             30         071            140            -1             //Persona
438            32             30         072            163            -1             //Persona
438            32             30         062            144            -1             //Persona
438            32             30         066            148            -1             //Persona
439            32             30         051            140            -1             //Dreadfear
439            32             30         053            158            -1             //Dreadfear
439            32             30         071            152            -1             //Dreadfear
439            32             30         054            148            -1             //Dreadfear
439            32             30         067            148            -1             //Dreadfear
439            32             30         060            156            -1             //Dreadfear
439            32             30         074            147            -1             //Dreadfear
439            32             30         054            150            -1             //Dreadfear
439            32             30         070            160            -1             //Dreadfear
439            32             30         060            144            -1             //Dreadfear
440            32             30         062            154            -1             //Dark Elf
440            32             30         054            165            -1             //Dark Elf
440            32             30         062            142            -1             //Dark Elf
440            32             30         062            163            -1             //Dark Elf
440            32             30         063            158            -1             //Dark Elf
440            32             30         052            144            -1             //Dark Elf
440            32             30         056            152            -1             //Dark Elf
440            32             30         078            159            -1             //Dark Elf
440            32             30         070            148            -1             //Dark Elf
440            32             30         069            164            -1             //Dark Elf
end
