//=========================================================================================================================================
// NPCS
//=========================================================================================================================================
0
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
570            80             30         158            075            -1             //Bone Scorpion
570            80             30         174            057            -1             //Bone Scorpion
570            80             30         180            047            -1             //Bone Scorpion
570            80             30         191            035            -1             //Bone Scorpion
570            80             30         207            038            -1             //Bone Scorpion
570            80             30         201            031            -1             //Bone Scorpion
570            80             30         198            063            -1             //Bone Scorpion
570            80             30         188            063            -1             //Bone Scorpion
570            80             30         184            114            -1             //Bone Scorpion
570            80             30         204            104            -1             //Bone Scorpion
570            80             30         201            094            -1             //Bone Scorpion
570            80             30         226            111            -1             //Bone Scorpion
570            80             30         183            162            -1             //Bone Scorpion
570            80             30         176            181            -1             //Bone Scorpion
570            80             30         146            165            -1             //Bone Scorpion
570            80             30         102            188            -1             //Bone Scorpion
570            80             30         098            188            -1             //Bone Scorpion
570            80             30         093            169            -1             //Bone Scorpion
570            80             30         109            176            -1             //Bone Scorpion
570            80             30         139            156            -1             //Bone Scorpion
570            80             30         161            174            -1             //Bone Scorpion
570            80             30         161            159            -1             //Bone Scorpion
570            80             30         210            188            -1             //Bone Scorpion
570            80             30         219            172            -1             //Bone Scorpion
570            80             30         230            162            -1             //Bone Scorpion
570            80             30         223            162            -1             //Bone Scorpion
570            80             30         225            168            -1             //Bone Scorpion
570            80             30         182            175            -1             //Bone Scorpion
570            80             30         193            192            -1             //Bone Scorpion
570            80             30         165            092            -1             //Bone Scorpion
570            80             30         173            086            -1             //Bone Scorpion
570            80             30         120            180            -1             //Bone Scorpion
570            80             30         127            167            -1             //Bone Scorpion
570            80             30         071            126            -1             //Bone Scorpion
570            80             30         066            117            -1             //Bone Scorpion
570            80             30         086            086            -1             //Bone Scorpion
570            80             30         092            077            -1             //Bone Scorpion
570            80             30         095            069            -1             //Bone Scorpion
570            80             30         088            176            -1             //Bone Scorpion
570            80             30         154            167            -1             //Bone Scorpion
571            80             30         181            189            -1             //Orcus
571            80             30         187            181            -1             //Orcus
571            80             30         202            155            -1             //Orcus
571            80             30         081            127            -1             //Orcus
571            80             30         093            112            -1             //Orcus
571            80             30         183            053            -1             //Orcus
571            80             30         206            034            -1             //Orcus
571            80             30         180            102            -1             //Orcus
571            80             30         200            166            -1             //Orcus
571            80             30         207            182            -1             //Orcus
573            80             30         039            186            -1             //Crypta
573            80             30         033            162            -1             //Crypta
573            80             30         036            137            -1             //Crypta
573            80             30         048            153            -1             //Crypta
573            80             30         063            167            -1             //Crypta
573            80             30         044            090            -1             //Crypta
573            80             30         035            070            -1             //Crypta
573            80             30         042            056            -1             //Crypta
573            80             30         051            066            -1             //Crypta
573            80             30         043            083            -1             //Crypta
573            80             30         058            068            -1             //Crypta
573            80             30         029            144            -1             //Crypta
573            80             30         041            180            -1             //Crypta
573            80             30         038            167            -1             //Crypta
573            80             30         042            105            -1             //Crypta
573            80             30         038            132            -1             //Crypta
573            80             30         044            148            -1             //Crypta
573            80             30         057            178            -1             //Crypta
574            80             30         040            074            -1             //Crypos
574            80             30         049            058            -1             //Crypos
574            80             30         036            085            -1             //Crypos
574            80             30         029            151            -1             //Crypos
574            80             30         038            143            -1             //Crypos
574            80             30         055            160            -1             //Crypos
574            80             30         029            157            -1             //Crypos
574            80             30         044            160            -1             //Crypos
574            80             30         038            173            -1             //Crypos
574            80             30         036            088            -1             //Crypos
574            80             30         053            070            -1             //Crypos
574            80             30         041            096            -1             //Crypos
574            80             30         032            133            -1             //Crypos
570            80             30         163            054            -1             //Bone Scorpion
570            80             30         169            070            -1             //Bone Scorpion
570            80             30         170            063            -1             //Bone Scorpion
570            80             30         198            100            -1             //Bone Scorpion
570            80             30         215            103            -1             //Bone Scorpion
end
