//=========================================================================================================================================
// NPCS
//=========================================================================================================================================
0
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
550            33             30         155            231            -1             //Bloody Death Rider
550            33             30         159            228            -1             //Bloody Death Rider
549            33             30         158            235            -1             //Bloody Orc
549            33             30         163            237            -1             //Bloody Orc
550            33             30         138            200            -1             //Bloody Death Rider
550            33             30         126            184            -1             //Bloody Death Rider
551            33             30         128            190            -1             //Bloody Golem
551            33             30         143            198            -1             //Bloody Golem
551            33             30         135            196            -1             //Bloody Golem
551            33             30         127            230            -1             //Bloody Golem
551            33             30         130            218            -1             //Bloody Golem
550            33             30         131            227            -1             //Bloody Death Rider
550            33             30         127            224            -1             //Bloody Death Rider
550            33             30         137            218            -1             //Bloody Death Rider
550            33             30         122            200            -1             //Bloody Death Rider
551            33             30         123            195            -1             //Bloody Golem
551            33             30         138            188            -1             //Bloody Golem
551            33             30         136            184            -1             //Bloody Golem
549            33             30         067            227            -1             //Bloody Orc
549            33             30         073            222            -1             //Bloody Orc
549            33             30         082            228            -1             //Bloody Orc
549            33             30         040            224            -1             //Bloody Orc
549            33             30         038            206            -1             //Bloody Orc
550            33             30         104            203            -1             //Bloody Death Rider
550            33             30         099            203            -1             //Bloody Death Rider
550            33             30         075            228            -1             //Bloody Death Rider
551            33             30         087            209            -1             //Bloody Golem
551            33             30         077            212            -1             //Bloody Golem
551            33             30         066            209            -1             //Bloody Golem
552            33             30         045            227            -1             //Bloody Witch Queen
552            33             30         044            219            -1             //Bloody Witch Queen
552            33             30         032            205            -1             //Bloody Witch Queen
552            33             30         026            182            -1             //Bloody Witch Queen
551            33             30         022            190            -1             //Bloody Golem
551            33             30         028            191            -1             //Bloody Golem
550            33             30         082            216            -1             //Bloody Death Rider
550            33             30         033            222            -1             //Bloody Death Rider
551            33             30         040            184            -1             //Bloody Golem
551            33             30         044            176            -1             //Bloody Golem
551            33             30         039            178            -1             //Bloody Golem
552            33             30         050            158            -1             //Bloody Witch Queen
552            33             30         056            160            -1             //Bloody Witch Queen
550            33             30         054            155            -1             //Bloody Death Rider
550            33             30         042            179            -1             //Bloody Death Rider
550            33             30         026            134            -1             //Bloody Death Rider
550            33             30         026            118            -1             //Bloody Death Rider
550            33             30         047            125            -1             //Bloody Death Rider
550            33             30         046            212            -1             //Bloody Death Rider
550            33             30         020            181            -1             //Bloody Death Rider
552            33             30         024            186            -1             //Bloody Witch Queen
551            33             30         055            120            -1             //Bloody Golem
551            33             30         022            127            -1             //Bloody Golem
551            33             30         035            116            -1             //Bloody Golem
552            33             30         043            134            -1             //Bloody Witch Queen
552            33             30         054            117            -1             //Bloody Witch Queen
552            33             30         039            119            -1             //Bloody Witch Queen
552            33             30         020            133            -1             //Bloody Witch Queen
552            33             30         026            146            -1             //Bloody Witch Queen
552            33             30         039            148            -1             //Bloody Witch Queen
552            33             30         051            123            -1             //Bloody Witch Queen
552            33             30         035            107            -1             //Bloody Witch Queen
552            33             30         036            093            -1             //Bloody Witch Queen
552            33             30         037            077            -1             //Bloody Witch Queen
551            33             30         025            061            -1             //Bloody Golem
551            33             30         025            049            -1             //Bloody Golem
551            33             30         051            048            -1             //Bloody Golem
551            33             30         051            060            -1             //Bloody Golem
550            33             30         026            054            -1             //Bloody Death Rider
550            33             30         053            053            -1             //Bloody Death Rider
552            33             30         046            054            -1             //Bloody Witch Queen
552            33             30         031            053            -1             //Bloody Witch Queen
306            33             30         204            172            -1             //Death Rider
306            33             30         090            203            -1             //Death Rider
305            33             30         117            073            -1             //Blue Golem
305            33             30         114            101            -1             //Blue Golem
305            33             30         086            155            -1             //Blue Golem
305            33             30         230            132            -1             //Blue Golem
551            33             30         199            207            -1             //Bloody Golem
551            33             30         218            232            -1             //Bloody Golem
551            33             30         236            232            -1             //Bloody Golem
551            33             30         160            232            -1             //Bloody Golem
551            33             30         039            222            -1             //Bloody Golem
306            33             30         188            027            -1             //Death Rider
306            33             30         228            060            -1             //Death Rider
304            33             30         088            073            -1             //Witch Queen
307            33             30         168            082            -1             //Forest Orc
307            33             30         166            073            -1             //Forest Orc
307            33             30         234            036            -1             //Forest Orc
306            33             30         215            032            -1             //Death Rider
306            33             30         217            036            -1             //Death Rider
308            33             30         213            038            -1             //Death Tree
308            33             30         216            038            -1             //Death Tree
306            33             30         214            035            -1             //Death Rider
end
